,userId,user_vector,avg_rating,num_movies_rated
18,19,"[2.75       2.66666667 2.57142857 2.64141414 2.75925926 2.66666667
 2.64935065 2.88571429 2.64646465 2.37037037 2.67058824 3.
 2.60810811 2.55       2.75       0.         0.         2.57142857
 3.28571429 0.        ]",2.638888888888889,360
19,20,"[3.17391304 4.16129032 3.73148148 3.36458333 3.5952381  4.11764706
 2.39130435 2.96666667 2.4047619  2.7        3.7        2.625
 2.875      4.42592593 3.         0.         4.66666667 1.5
 1.5        0.        ]",3.3177966101694913,118
20,21,"[3.72641509 3.41666667 3.29310345 3.16666667 3.27272727 3.24358974
 3.41481481 3.3255814  3.58666667 2.75       3.         3.64285714
 3.48461538 3.5        3.5        0.         3.48275862 3.5
 3.5        4.        ]",3.316,250
21,22,"[2.5625     2.64285714 3.         3.02272727 2.375      2.45
 2.73809524 2.73529412 2.94444444 1.625      2.94871795 2.6
 1.75       4.5        3.125      1.83333333 1.5        4.
 4.5        0.        ]",2.7794117647058822,68
22,23,"[3.3125     4.         0.         3.375      3.875      3.3
 3.57142857 3.56666667 3.73333333 3.5        3.7037037  4.1875
 4.11111111 0.         3.5        0.         0.         4.
 3.66666667 0.        ]",3.6666666666666665,45
23,24,"[3.58823529 0.         0.         3.55357143 3.4        3.57692308
 3.55172414 3.73333333 3.5952381  3.         3.7        3.66666667
 3.5        0.         3.5        0.         3.75       0.
 0.         0.        ]",3.5636363636363635,55
24,25,"[4.7        5.         5.         5.         0.         5.
 4.78571429 5.         4.83333333 0.         4.94444444 4.75
 4.7        0.         5.         0.         5.         0.
 0.         0.        ]",4.846153846153846,13
25,26,"[2.66666667 0.         3.         3.25       0.         3.
 2.71428571 3.25       3.         0.         3.16666667 0.
 2.         0.         0.         0.         3.         0.
 0.         0.        ]",2.923076923076923,13
26,27,"[3.62962963 3.18181818 3.34782609 3.45833333 3.33333333 4.09090909
 3.38095238 2.75       3.         2.         3.75       4.
 3.38888889 4.         3.66666667 0.         4.         4.
 0.         0.        ]",3.4696969696969697,66
27,28,"[3.21641791 4.         3.25       2.74038462 3.14705882 2.70833333
 3.02380952 2.89506173 2.9245283  2.94117647 2.98255814 2.92307692
 3.25352113 3.66666667 3.39285714 0.         3.85714286 3.27272727
 2.9        0.        ]",3.0104166666666665,288
28,29,"[4.35714286 0.         5.         3.75       4.5        4.25
 3.78125    3.92857143 3.95833333 4.25       4.11111111 4.5
 4.35       3.16666667 4.13636364 0.         4.1        4.33333333
 0.         0.        ]",4.079545454545454,44
29,30,"[4.57142857 4.6        4.66666667 4.5        4.         5.
 4.54166667 4.66666667 4.5        3.         5.         5.
 4.5625     0.         5.         0.         5.         0.
 0.         0.        ]",4.59375,16
30,31,"[3.75       3.66666667 4.5        3.66666667 3.75       3.7
 4.14285714 3.33333333 4.33333333 3.5        3.33333333 0.
 3.75       4.66666667 0.         5.         0.         0.
 0.         0.        ]",3.769230769230769,26
31,32,"[3.         3.         3.5        3.69565217 3.6        3.58823529
 3.28571429 3.9        3.46666667 2.         3.8        2.66666667
 3.5        4.         3.         0.         0.         3.
 0.         0.        ]",3.595744680851064,47
32,33,"[3.4        3.66666667 3.5        3.92857143 2.66666667 4.04166667
 4.         4.18181818 3.69230769 0.         3.86363636 3.75
 4.5        4.         4.5        0.         3.         4.
 5.         0.        ]",3.8153846153846156,65
33,34,"[3.89285714 4.25       2.75       3.14285714 3.14285714 2.9
 3.61363636 3.75       4.08333333 3.         3.15       2.16666667
 3.63636364 0.         2.125      2.         4.         4.
 0.         0.        ]",3.3333333333333335,42
34,35,"[4.         0.         0.         4.         0.         3.25
 3.66666667 4.5        4.5        0.         4.         0.
 3.         0.         2.         0.         0.         3.5
 0.         0.        ]",3.909090909090909,11
35,36,"[2.375      0.         2.         2.15       2.5        2.58333333
 2.6875     2.58333333 3.21428571 3.         2.5        3.25
 2.125      0.         2.83333333 0.         0.         2.
 4.5        0.        ]",2.586206896551724,29
36,37,"[3.8        3.         3.5        4.         3.5        3.
 3.6        4.         3.83333333 0.         4.33333333 0.
 4.5        3.5        4.         0.         5.         4.
 0.         0.        ]",4.076923076923077,13
37,38,"[3.125      3.33333333 3.2        3.         3.33333333 3.0625
 3.23076923 3.         3.         0.         3.52631579 4.
 2.66666667 3.33333333 4.16666667 0.         4.         2.5
 0.         0.        ]",3.1666666666666665,42
38,39,"[3.66666667 3.2        3.25       3.85714286 3.72727273 3.5
 4.13333333 4.         3.88888889 4.83333333 3.78947368 3.33333333
 4.         3.         0.         0.         0.         0.
 3.5        0.        ]",3.92,50
39,40,"[3.64285714 3.66666667 3.75       3.59090909 3.66666667 3.61538462
 3.5        4.33333333 4.         4.         4.2173913  0.
 3.16666667 3.         4.         0.         5.         3.8
 0.         0.        ]",3.8,50
40,41,"[2.4        3.78571429 3.33333333 3.51851852 2.56666667 3.27380952
 2.26       3.44642857 3.2        2.6        3.43589744 3.30769231
 1.72727273 3.         2.55555556 2.         1.6        4.
 5.         0.        ]",3.2576923076923077,130
41,42,"[3.6        3.         2.5        3.40869565 3.54545455 3.69811321
 3.40625    3.51351351 3.60714286 3.         3.79347826 3.58333333
 3.28571429 3.33333333 3.66666667 4.5        5.         4.
 3.5        0.        ]",3.5869565217391304,230
42,43,"[4.7        5.         4.92857143 4.32       4.9        4.3125
 4.22727273 4.         4.22222222 4.66666667 4.375      5.
 4.7        5.         4.         0.         5.         4.
 0.         0.        ]",4.442622950819672,61
43,44,"[3.1        2.33333333 2.33333333 3.         2.33333333 2.8
 3.1        3.         3.125      1.         3.2        3.
 1.5        3.         0.         0.         0.         0.
 0.         0.        ]",3.0,24
44,45,"[3.89215686 4.4375     3.82758621 3.58712121 3.71428571 3.8125
 3.85576923 4.15909091 4.0212766  3.78571429 4.18548387 4.05555556
 3.54651163 4.27272727 4.25       4.         4.33333333 3.5
 0.         0.        ]",3.7889908256880735,218
45,46,"[4.125      5.         5.         4.         5.         4.33333333
 3.83333333 3.71428571 3.55555556 0.         4.         0.
 4.         5.         4.33333333 0.         0.         5.
 0.         0.        ]",3.875,24
46,47,"[3.22222222 0.         2.5        2.38095238 2.6        2.65789474
 3.1        3.26923077 3.08333333 1.         3.23880597 2.5
 3.125      2.83333333 3.33333333 3.5        3.1        3.5
 0.         0.        ]",3.102409638554217,83
47,48,"[4.25       4.33333333 4.33333333 3.875      4.5        3.83333333
 3.875      4.5        3.9        0.         3.8        4.5
 4.125      4.         0.         0.         4.25       0.
 0.         0.        ]",3.875,16
48,49,"[4.25       4.         4.125      4.         0.         0.
 4.25       0.         4.         4.25       4.41666667 4.
 4.25       0.         4.33333333 0.         4.25       0.
 0.         0.        ]",4.25,14
49,50,"[2.29787234 2.32608696 2.29166667 2.49056604 2.52272727 2.68421053
 2.27083333 2.825      2.7        2.0625     2.89473684 3.22727273
 2.26923077 2.77777778 3.4        2.83333333 2.0625     3.
 3.5        0.        ]",2.6050724637681157,138
50,51,"[3.7195122  3.         3.16666667 3.89784946 4.11363636 3.95238095
 3.54901961 3.80645161 3.35416667 3.71428571 4.07377049 3.16666667
 3.91935484 4.07142857 4.08333333 0.         3.83333333 4.16666667
 4.5        0.        ]",3.8153846153846156,195
51,52,"[4.68181818 4.40909091 4.4        4.52083333 4.3        4.41666667
 4.55555556 4.61764706 4.5625     4.75       4.45588235 4.58333333
 4.76470588 4.5        4.58333333 4.5        4.4        5.
 0.         0.        ]",4.52054794520548,73
52,53,[0. 0. 0. 5. 0. 5. 5. 5. 5. 5. 5. 0. 0. 5. 5. 0. 0. 0. 0. 0.],5.0,9
53,54,"[3.         3.         3.         3.         3.         3.25
 2.83333333 2.8        2.85714286 0.         3.125      0.
 3.         3.         3.33333333 0.         3.         3.
 0.         0.        ]",3.0,18
54,55,"[4.         0.         0.         2.58333333 2.25       0.5
 3.625      4.         3.5        0.         3.16666667 4.5
 3.         0.5        4.         0.         0.         0.
 0.         0.        ]",2.9285714285714284,14
55,56,"[3.71428571 0.         3.         4.1        3.         4.33333333
 3.64285714 3.5        3.76923077 3.         4.         3.
 3.5        0.         4.5        0.         0.         0.
 0.         0.        ]",3.8,25
56,57,"[3.17391304 3.58823529 3.4        3.39130435 3.48387097 3.45283019
 3.05208333 3.31428571 2.95774648 2.45454545 3.50574713 3.52380952
 2.90566038 3.82352941 4.25       0.         4.         3.66666667
 4.33333333 0.        ]",3.3016528925619837,242
57,58,"[3.63636364 4.4        4.         3.5        4.66666667 3.9375
 3.9375     3.55555556 3.86666667 2.         4.04       5.
 3.5        4.33333333 4.2        0.         4.5        3.33333333
 0.         0.        ]",3.7966101694915255,59
58,59,"[3.6        3.         4.         3.92857143 3.2        4.7
 3.93333333 4.3        4.42105263 5.         4.67857143 4.71428571
 4.33333333 0.         4.58333333 0.         0.         0.
 5.         0.        ]",4.285714285714286,49
59,60,"[3.         0.         3.         3.         3.         3.
 3.         3.         3.33333333 0.         3.83333333 4.
 0.         0.         4.5        0.         0.         0.
 0.         0.        ]",3.5555555555555554,9
60,61,"[2.         0.         0.         3.33333333 3.5        3.125
 3.57142857 4.08333333 4.15       4.5        4.1875     4.33333333
 3.57142857 0.         4.25       0.         0.         3.66666667
 0.         0.        ]",3.9,20
61,62,"[3.89473684 3.14285714 3.625      3.79807692 3.81578947 3.85714286
 4.03703704 4.42105263 4.16216216 3.93333333 4.20238095 4.22413793
 4.03521127 3.3        4.22727273 0.         4.17857143 4.5
 4.5        3.5       ]",4.043778801843318,217
62,63,"[3.45098039 4.09375    3.58823529 3.73333333 3.83333333 3.52380952
 3.48387097 3.74074074 3.52631579 3.1        3.51785714 4.05555556
 3.34848485 4.25       3.25       4.66666667 3.34615385 0.
 4.66666667 0.        ]",3.5719178082191783,146
63,64,"[3.64285714 3.83333333 3.7826087  3.604      3.8030303  3.63559322
 3.64655172 3.86       3.77083333 3.80357143 3.91810345 3.70689655
 3.60810811 3.8125     4.11764706 4.         3.875      3.66666667
 4.25       0.        ]",3.7555555555555555,270
64,65,"[4.16666667 0.         0.         4.5        0.         4.
 4.15       4.25       4.15       0.         4.21428571 4.375
 4.08333333 0.         3.9        0.         4.3        0.
 0.         0.        ]",4.175,20
65,66,"[3.89705882 4.4        4.5        4.05555556 4.08695652 4.25
 3.87       4.11666667 4.02702703 4.125      4.21830986 4.05
 3.68181818 4.5        4.5        0.         0.         4.57142857
 4.75       0.        ]",4.081871345029239,171
66,67,"[3.9375     3.83333333 3.83333333 4.375      4.5        4.
 4.20833333 4.         4.25       0.         4.07142857 4.
 3.83333333 0.         4.33333333 0.         4.         3.75
 0.         0.        ]",4.119047619047619,21
67,68,"[3.36686391 3.47777778 3.09821429 3.16558442 3.36144578 3.33030303
 3.32708333 3.2037037  3.22395833 2.95535714 3.18679245 3.12
 3.12844037 3.09375    3.25       3.81818182 3.92424242 3.16666667
 4.25       0.        ]",3.2230113636363638,704
68,69,"[4.         0.         0.         4.85714286 5.         4.33333333
 4.28571429 4.25       4.         2.         4.27272727 4.33333333
 4.         0.         4.         0.         0.         5.
 4.         0.        ]",4.25,24
69,70,"[4.25       4.         4.5        4.         4.5        4.45454545
 4.25       4.5        3.5        4.5        4.45652174 3.5
 4.5        0.         4.33333333 4.5        4.         4.
 0.         0.        ]",4.35,30
70,71,"[3.77777778 5.         3.75       3.5        4.         3.25
 3.9        3.75       3.85714286 0.         3.28571429 3.5
 2.33333333 3.         4.         0.         0.         0.
 0.         0.        ]",3.55,20
71,72,"[4.         0.         0.         3.75       0.         3.9
 3.9375     4.25       4.         4.5        4.05555556 0.
 4.33333333 0.         4.33333333 0.         4.25       0.
 0.         0.        ]",3.973684210526316,19
72,73,"[4.03571429 3.58333333 3.52777778 3.53012048 3.8125     3.33333333
 4.21111111 3.86111111 4.22727273 3.         3.79166667 4.375
 4.11904762 3.         4.875      0.         3.97058824 4.75
 0.         0.        ]",3.736842105263158,133
73,74,"[4.16666667 0.         0.         4.4        4.         4.46153846
 3.91666667 4.31818182 4.27083333 3.5        4.29104478 4.27777778
 3.5        4.         4.         0.         0.         4.25
 4.75       0.        ]",4.256756756756757,74
74,75,"[2.93333333 4.         4.         4.         2.7        3.375
 2.92857143 2.92857143 3.19230769 3.66666667 2.83333333 2.8125
 2.67647059 4.         2.83333333 0.         0.         4.
 0.         0.        ]",3.039473684210526,38
75,76,"[2.04545455 0.5        0.78571429 2.39473684 1.94444444 1.83333333
 3.41666667 3.875      3.5        4.11111111 2.9375     3.55555556
 3.17857143 0.5        3.16666667 3.5        2.66666667 3.125
 0.         0.        ]",3.0806451612903225,62
76,77,"[5.         0.         0.         3.         5.         2.
 4.08333333 3.16666667 1.83333333 0.         2.41666667 1.75
 3.25       0.         0.         0.         4.3        0.
 0.         0.        ]",3.4583333333333335,12
77,78,"[3.05555556 0.         3.         3.08333333 3.         3.25
 3.15       3.11111111 3.03125    2.33333333 2.83333333 3.
 2.94444444 1.5        3.         0.         4.         2.
 0.         0.        ]",3.027027027027027,37
78,79,"[4.25       0.         0.         3.75       3.5        4.
 4.125      3.75       4.         4.         3.77777778 4.5
 4.25       0.         4.66666667 0.         0.         0.
 5.         0.        ]",4.086956521739131,23
79,80,"[4.27272727 0.         4.         4.         4.3125     4.
 4.38       4.5        4.32352941 4.18333333 4.36486486 4.52272727
 4.24285714 0.         4.2        0.         4.25       0.
 4.         0.        ]",4.298969072164948,97
80,81,"[2.28571429 2.         2.         2.4        0.         2.33333333
 2.8        3.         2.75       0.         2.8        0.
 3.33333333 2.         2.66666667 0.         3.         0.
 0.         0.        ]",2.7333333333333334,15
81,82,"[3.15       3.08333333 2.5        3.50746269 3.27777778 3.2826087
 3.54545455 3.45714286 3.25       3.21428571 3.31034483 3.
 3.36842105 3.         3.66666667 3.         3.         3.83333333
 1.         0.        ]",3.3473282442748094,131
82,83,"[3.08823529 3.83333333 3.33333333 3.19230769 2.95       3.82142857
 2.96551724 2.375      2.9        2.1        3.66666667 3.75
 3.375      4.33333333 3.53571429 2.         3.5        0.
 0.         0.        ]",3.2265625,64
83,84,"[3.33333333 0.         3.44444444 3.58333333 3.4        3.65306122
 3.38888889 3.70588235 3.44444444 3.16666667 3.91780822 3.8
 3.         3.77777778 4.33333333 3.         5.         4.
 4.         0.        ]",3.6934306569343067,137
84,85,"[5.    0.    0.    2.75  0.    4.    1.    2.    0.    0.    4.125 2.
 1.    0.    5.    0.    0.    0.    0.    0.   ]",3.6666666666666665,12
85,86,"[3.8        4.05555556 4.         4.09090909 4.13636364 3.91666667
 3.85294118 4.         3.85714286 4.         3.92307692 4.25
 3.625      4.         3.66666667 0.         4.125      4.
 0.         0.        ]",3.926829268292683,41
86,87,"[4.25  0.    0.    4.25  4.25  0.    2.    0.    3.5   3.5   4.    0.
 3.375 0.    0.    0.    0.    0.    0.    0.   ]",3.7857142857142856,7
87,88,"[4.25       0.         0.5        3.14285714 3.5        3.
 4.33333333 4.42857143 4.16666667 4.5        4.17647059 3.875
 4.25       0.         4.16666667 0.         4.5        4.
 0.         0.        ]",3.9107142857142856,28
88,89,"[3.51111111 3.86486486 3.90740741 3.2        3.5        2.83
 3.42307692 3.2        2.85714286 4.625      3.09756098 3.16666667
 3.26923077 2.1        2.3        0.         4.3        5.
 0.         0.        ]",3.1666666666666665,210
89,90,"[4.         0.         4.         4.5        4.         4.57142857
 4.         4.4        4.66666667 0.         4.5        0.
 4.         4.33333333 0.         0.         0.         0.
 0.         0.        ]",4.444444444444445,18
90,91,"[3.46428571 3.8        3.26666667 2.98623853 3.86538462 2.95121951
 3.49009901 3.40566038 3.59       4.08536585 3.23529412 3.63043478
 3.68333333 2.77272727 3.18181818 3.5        4.         3.5
 0.         0.        ]",3.3153310104529616,287
91,92,"[4.375      0.         4.25       4.33333333 4.5        4.33333333
 0.         0.         3.75       3.75       4.08333333 0.
 3.5        4.5        4.         0.         0.         0.
 0.         0.        ]",4.166666666666667,12
92,93,"[4.30769231 3.5        4.14285714 4.18181818 4.22222222 4.35294118
 4.38461538 4.         4.25       4.         4.63157895 4.5
 4.53846154 4.         5.         0.         5.         5.
 0.         0.        ]",4.375,56
93,94,"[3.25       4.         3.66666667 2.73333333 2.33333333 2.5
 3.1875     3.14285714 3.2        0.         3.58333333 3.
 3.28571429 4.         3.75       0.         0.         3.33333333
 0.         0.        ]",3.085714285714286,35
94,95,"[4.05769231 5.         4.         3.81428571 3.66666667 4.18421053
 4.1        4.20833333 4.11764706 3.33333333 4.23611111 4.
 4.22058824 3.66666667 4.5        5.         4.25       0.
 4.         0.        ]",4.0227272727272725,88
95,96,"[3.83333333 5.         4.66666667 3.75       4.2        2.8
 3.71428571 4.5        3.53846154 4.         3.76923077 4.
 3.875      0.         4.         0.         5.         4.
 0.         0.        ]",3.725,40
96,97,"[4.25       5.         4.5        3.83333333 5.         5.
 4.         4.33333333 4.75       0.         3.75       0.
 4.33333333 0.         3.66666667 0.         0.         0.
 0.         0.        ]",4.0,19
97,98,"[3.38095238 4.         3.73076923 3.95454545 3.2        4.05555556
 3.64285714 4.66666667 4.44444444 4.3        4.11764706 4.66666667
 3.84615385 3.9        5.         0.         3.         0.
 0.         0.        ]",4.0,50
98,99,"[4.         5.         5.         4.23076923 0.         4.85714286
 3.86666667 4.         3.83333333 3.         4.4        3.
 3.         5.         3.5        0.         5.         4.5
 0.         0.        ]",3.967741935483871,31
99,100,"[4.04166667 3.5        3.83333333 3.84313725 3.8        4.02173913
 4.04166667 4.1875     3.72727273 2.         3.94186047 3.83333333
 3.875      4.         4.         0.         4.5        4.16666667
 0.         0.        ]",3.877906976744186,86
100,101,"[3.2        4.         4.         3.35714286 3.         3.
 3.11111111 4.         3.54545455 3.5        4.09090909 4.
 3.75       4.         0.         0.         4.         0.
 0.         0.        ]",3.484848484848485,33
101,102,"[3.09090909 4.         3.66666667 3.46153846 0.         3.
 3.10526316 3.3        3.2        0.         3.5        3.
 2.83333333 4.         3.         0.         3.         3.25
 0.         0.        ]",3.176470588235294,34
102,103,"[3.48412698 3.62121212 3.63461538 3.81443299 3.7173913  3.9137931
 3.7        4.37142857 4.18421053 3.83333333 4.20283019 3.78947368
 3.36111111 3.92105263 4.22222222 3.5        3.25       4.2
 4.83333333 0.        ]",3.9315068493150687,219
103,104,"[3.44186047 3.71052632 3.55769231 3.54787234 3.58       3.73404255
 3.         3.5        3.25       2.5        3.5        3.83333333
 3.15625    3.73913043 3.25       0.         3.75       2.75
 4.5        0.        ]",3.4785714285714286,140
104,105,"[3.8358209  4.20454545 4.10606061 3.95669291 3.87179487 3.97321429
 3.89010989 4.02985075 3.9875     3.94736842 4.09493671 4.17948718
 3.84042553 4.         4.02272727 4.42857143 3.85       4.16666667
 4.         0.        ]",4.029673590504451,337
105,106,"[4.25       4.25       4.25       4.7        4.35       0.
 4.15384615 5.         4.         2.5        4.3        5.
 3.5        0.         0.         0.         4.6875     0.
 0.         0.        ]",4.277777777777778,18
106,107,"[4.         4.         4.         3.57142857 4.         4.
 3.71428571 3.33333333 3.8        0.         4.25       4.
 3.5        0.         4.33333333 0.         5.         4.33333333
 0.         0.        ]",3.8947368421052633,19
107,108,"[4.25       3.5        4.         4.14285714 0.         3.84615385
 3.66666667 4.         4.         2.         3.94736842 4.66666667
 4.22222222 0.         3.5        0.         3.         5.
 0.         0.        ]",3.8857142857142857,35
108,109,"[2.9        3.         3.         3.07407407 3.         3.375
 3.375      3.66666667 3.3        3.         3.4        3.
 2.66666667 3.         3.8        0.         3.         3.4
 3.         0.        ]",3.2205882352941178,68
109,110,"[3.         0.         3.         3.875      0.         3.75
 3.3125     3.95       3.65       0.         3.97058824 4.
 2.75       0.         3.875      0.         0.         0.
 0.         0.        ]",3.7916666666666665,24
110,111,"[3.32191781 3.03846154 3.1744186  3.42007435 3.16304348 3.38888889
 3.56410256 3.51886792 2.85454545 2.02083333 3.32926829 2.70833333
 3.         3.31578947 4.1        4.57142857 3.03125    3.25
 0.         3.5       ]",3.3502673796791442,374
111,112,"[3.05555556 3.5        2.83333333 2.61111111 2.25       2.5
 3.76923077 2.75       3.15       0.         3.1875     4.
 4.375      0.         3.6        0.         4.375      4.
 0.         0.        ]",3.0606060606060606,33
112,113,"[4.5        4.5        4.4        3.45454545 4.         3.69444444
 1.75       3.58333333 3.2        3.         3.71052632 3.7
 3.         4.5        4.         0.         0.         0.
 4.5        0.        ]",3.492957746478873,71
113,114,"[3.42307692 2.83333333 2.83333333 3.42857143 3.25       2.875
 3.6875     0.         3.75       5.         3.83333333 2.
 3.9        3.5        0.         0.         3.64285714 0.
 0.         0.        ]",3.5588235294117645,17
114,115,"[3.64705882 4.16666667 3.85714286 3.86666667 3.66666667 2.5
 3.7        3.42857143 3.83333333 4.08333333 3.88888889 4.
 3.71428571 4.25       4.6        0.         0.         4.5
 4.         0.        ]",3.7966101694915255,59
115,116,"[3.42857143 3.25       3.         3.44444444 3.375      3.61764706
 3.63157895 3.3125     3.58333333 3.66666667 3.375      3.75
 3.25       3.75       3.         0.         1.         4.5
 0.         0.        ]",3.51,50
116,117,"[3.21052632 3.5        3.41666667 3.37142857 3.42857143 3.39130435
 3.04       3.         3.04166667 3.         3.4        3.
 3.125      3.66666667 3.8        0.         4.         4.
 0.         0.        ]",3.253012048192771,83
117,118,"[4.   0.   0.   3.75 0.   0.   4.   3.6  4.   0.   4.   0.   0.   0.
 4.   0.   0.   4.   0.   0.  ]",3.909090909090909,11
118,119,"[4.10227273 4.17391304 4.10526316 4.04761905 3.97222222 4.15384615
 4.08035714 4.13043478 4.05405405 4.         4.14893617 4.28571429
 4.01724138 0.         4.38888889 3.66666667 4.30769231 4.16666667
 4.         0.        ]",4.112,125
119,120,"[3.25       3.         3.         3.25       2.5        2.75
 3.         5.         3.66666667 3.         3.33333333 3.
 0.         2.5        0.         0.         0.         0.
 0.         0.        ]",3.1818181818181817,11
120,121,"[2.71428571 3.         3.         3.         2.         3.3
 3.25       4.         3.33333333 3.         3.35714286 3.
 2.66666667 3.         3.25       0.         3.         3.25
 0.         0.        ]",3.1714285714285713,35
121,122,"[4.29347826 4.5        4.45       4.49305556 4.41176471 4.5
 4.3359375  4.63636364 4.46226415 4.40909091 4.6754386  4.65384615
 4.34042553 5.         4.625      4.5        4.21875    4.57142857
 5.         0.        ]",4.4941176470588236,170
122,123,"[4.         4.         4.25       3.83333333 4.25       4.
 4.03571429 4.16666667 4.16666667 0.         4.0952381  4.25
 4.11111111 0.         4.16666667 0.         4.3        4.5
 0.         0.        ]",4.116666666666666,30
123,124,"[4.25       4.375      4.5        4.         4.         4.5
 3.625      4.33333333 3.9375     0.         4.41666667 4.
 4.         0.         4.25       0.         0.         0.
 4.         0.        ]",4.053571428571429,28
124,125,"[3.70192308 3.80952381 3.59375    3.9        3.82692308 3.90540541
 3.71830986 3.88461538 3.76470588 3.4        3.87349398 3.93333333
 3.75       4.16666667 3.77777778 0.         3.625      3.75
 4.5        0.        ]",3.8033980582524274,206
125,126,"[3.375      3.         2.5        2.75       2.         4.
 3.27272727 2.83333333 3.         0.         3.5        0.
 3.         3.         3.66666667 0.         4.         4.
 0.         0.        ]",3.1363636363636362,22
126,127,"[0.5        0.5        1.25       3.2        2.         3.
 0.         4.         2.75       0.         2.64285714 2.5
 0.         4.         0.         0.         0.         4.
 0.         0.        ]",2.8076923076923075,13
127,128,"[4.25       0.         0.         4.6        4.         4.75
 4.2        3.75       4.14285714 4.         4.5        4.16666667
 4.         5.         5.         0.         0.         0.
 3.5        0.        ]",4.294117647058823,17
128,129,"[3.7972973  4.         3.875      3.78846154 3.85714286 4.03846154
 3.91666667 4.         3.84210526 3.875      3.91666667 3.5
 3.75       4.16666667 4.125      0.         4.         0.
 4.5        0.        ]",3.835616438356164,73
129,130,"[3.         2.33333333 2.33333333 3.42857143 2.5        3.
 3.375      3.5        3.5        0.         3.57142857 0.
 3.         2.         5.         0.         2.         3.
 0.         0.        ]",3.3333333333333335,18
