userId,movieId,rating,timestamp,genres,tag
1,1270,5.0,964983705,"['Adventure', 'Comedy', 'Sci-Fi']",[]
1,1278,5.0,964983414,"['Comedy', 'Fantasy']",[]
1,1282,5.0,964982703,"['Animation', 'Children', 'Fantasy', 'Musical']",[]
1,1291,5.0,964981909,"['Action', 'Adventure']",[]
1,1298,5.0,964984086,"['Drama', 'Musical']",[]
1,1377,3.0,964982653,"['Action', 'Crime']",[]
1,1396,3.0,964983017,"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']",[]
1,1500,4.0,964980985,"['Comedy', 'Crime', 'Romance']",[]
1,1552,4.0,964982620,"['Action', 'Adventure', 'Thriller']",[]
1,1573,5.0,964982290,"['Action', 'Crime', 'Drama', 'Thriller']",[]
1,1617,5.0,964982951,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",[]
1,1620,4.0,964983056,"['Crime', 'Drama', 'Mystery', 'Thriller']",[]
1,1676,3.0,964982620,"['Action', 'Sci-Fi']",[]
1,1805,4.0,964983056,"['Crime', 'Drama', 'Mystery', 'Thriller']",[]
1,1920,4.0,964981780,"['Animation', 'Children', 'Fantasy', 'War']",[]
1,1927,5.0,964981497,"['Action', 'Drama', 'War']",[]
1,1954,5.0,964982176,['Drama'],[]
1,1967,4.0,964981710,"['Adventure', 'Fantasy', 'Musical']",[]
1,2000,4.0,964982211,"['Action', 'Comedy', 'Crime', 'Drama']",[]
1,2012,4.0,964984176,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",[]
1,2018,5.0,964980523,"['Animation', 'Children', 'Drama']",[]
1,2046,4.0,964982563,"['Adventure', 'Children', 'Sci-Fi']",[]
1,2099,4.0,964982588,"['Adventure', 'Animation', 'Children', 'Musical']",[]
1,2105,4.0,964981725,"['Action', 'Adventure', 'Sci-Fi']",[]
1,2137,5.0,964982791,"['Animation', 'Children']",[]
1,2143,4.0,964981725,"['Adventure', 'Fantasy', 'Romance']",[]
1,2174,4.0,964981680,"['Comedy', 'Fantasy']",[]
1,2253,2.0,964981775,"['Comedy', 'Fantasy']",[]
1,2273,4.0,964982310,"['Action', 'Comedy', 'Crime', 'Thriller']",[]
1,2291,5.0,964983664,"['Drama', 'Fantasy', 'Romance']",[]
1,2329,5.0,964983263,"['Crime', 'Drama']",[]
1,2353,5.0,964983861,"['Action', 'Thriller']",[]
1,2366,4.0,964982462,"['Action', 'Adventure', 'Fantasy', 'Horror']",[]
1,2389,2.0,964983094,"['Crime', 'Horror', 'Thriller']",[]
1,2395,5.0,964981093,"['Comedy', 'Drama']",[]
1,2414,3.0,964982513,"['Action', 'Adventure', 'Children', 'Fantasy', 'Mystery', 'Thriller']",[]
1,2450,4.0,964982620,"['Adventure', 'Comedy', 'Sci-Fi']",[]
1,2502,5.0,964981278,"['Comedy', 'Crime']",[]
1,2616,4.0,964983080,"['Action', 'Crime']",[]
1,2628,4.0,964980523,"['Action', 'Adventure', 'Sci-Fi']",[]
1,2640,4.0,964982377,"['Action', 'Adventure', 'Sci-Fi']",[]
1,2641,5.0,964982620,"['Action', 'Sci-Fi']",[]
1,2644,4.0,964983393,['Horror'],[]
1,2648,4.0,964983414,"['Drama', 'Horror', 'Sci-Fi']",[]
1,2797,4.0,964981710,"['Comedy', 'Drama', 'Fantasy', 'Romance']",[]
1,2858,5.0,964980868,"['Drama', 'Romance']",[]
1,2872,5.0,964981680,"['Adventure', 'Fantasy']",[]
1,2899,5.0,964982703,"['Adventure', 'Animation', 'Children']",[]
1,2916,4.0,964982290,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[]
1,2948,5.0,964982191,"['Action', 'Adventure', 'Thriller']",[]
1,2959,5.0,964983282,"['Action', 'Crime', 'Drama', 'Thriller']",[]
1,2991,5.0,964982271,"['Action', 'Adventure', 'Thriller']",[]
1,2993,5.0,964982242,"['Action', 'Adventure', 'Thriller']",[]
1,2997,4.0,964980896,"['Comedy', 'Drama', 'Fantasy']",[]
1,3033,5.0,964983762,"['Comedy', 'Sci-Fi']",[]
1,3034,5.0,964982791,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",[]
1,3052,5.0,964981208,"['Adventure', 'Comedy', 'Fantasy']",[]
1,3168,4.0,964982495,"['Adventure', 'Drama']",[]
1,3243,3.0,964981093,['Comedy'],[]
1,3247,3.0,964983108,"['Comedy', 'Crime']",[]
1,3253,5.0,964981107,['Comedy'],[]
1,3386,5.0,964983484,"['Drama', 'Mystery', 'Thriller']",[]
1,3439,4.0,964981799,"['Action', 'Children', 'Fantasy']",[]
1,3440,4.0,964981799,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']",[]
1,3441,5.0,964982328,"['Action', 'Drama', 'War']",[]
1,3448,5.0,964984054,"['Comedy', 'Drama', 'War']",[]
1,3450,5.0,964981144,['Comedy'],[]
1,3479,4.0,964981725,"['Adventure', 'Fantasy', 'Romance']",[]
1,3489,4.0,964981775,"['Adventure', 'Comedy', 'Fantasy']",[]
1,3527,4.0,964982271,"['Action', 'Sci-Fi', 'Thriller']",[]
1,3578,5.0,964980668,"['Action', 'Adventure', 'Drama']",[]
1,3617,4.0,964980683,['Comedy'],[]
1,3671,5.0,964981589,"['Comedy', 'Western']",[]
1,3702,5.0,964983737,"['Action', 'Adventure', 'Sci-Fi']",[]
1,3740,4.0,964982417,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
1,3793,5.0,964981855,"['Action', 'Adventure', 'Sci-Fi']",[]
2,333,4.0,1445715029,['Comedy'],[]
2,1704,4.5,1445715228,"['Drama', 'Romance']",[]
2,3578,4.0,1445714885,"['Action', 'Adventure', 'Drama']",[]
2,6874,4.0,1445714952,"['Action', 'Crime', 'Thriller']",[]
2,46970,4.0,1445715013,"['Action', 'Comedy']",[]
2,60756,5.0,1445714980,['Comedy'],"['funny', 'Highly quotable', 'will ferrell']"
2,68157,4.5,1445715154,"['Action', 'Drama', 'War']",[]
2,74458,4.0,1445714926,"['Drama', 'Mystery', 'Thriller']",[]
2,77455,3.0,1445714941,"['Comedy', 'Documentary']",[]
2,79132,4.0,1445714841,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX']",[]
2,80906,5.0,1445715172,['Documentary'],[]
2,86345,4.0,1445715166,['Comedy'],[]
2,89774,5.0,1445715189,['Drama'],"['Boxing story', 'MMA', 'Tom Hardy']"
2,109487,3.0,1445715145,"['Sci-Fi', 'IMAX']",[]
2,114060,2.0,1445715276,"['Crime', 'Drama', 'Thriller']",[]
2,115713,3.5,1445714854,"['Drama', 'Sci-Fi', 'Thriller']",[]
2,122882,5.0,1445715272,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[]
3,31,0.5,1306463578,['Drama'],[]
3,527,0.5,1306464275,"['Drama', 'War']",[]
3,647,0.5,1306463619,"['Action', 'Crime', 'Drama', 'War']",[]
3,849,5.0,1306463611,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[]
3,1124,0.5,1306464216,['Drama'],[]
3,1272,0.5,1306463624,"['Drama', 'War']",[]
3,1275,3.5,1306463323,"['Action', 'Adventure', 'Fantasy']",[]
3,1302,0.5,1306464189,"['Children', 'Drama', 'Fantasy']",[]
3,1371,3.0,1306463561,"['Adventure', 'Sci-Fi']",[]
3,1587,4.5,1306464003,"['Action', 'Adventure', 'Fantasy']",[]
3,2080,0.5,1306463572,"['Animation', 'Children', 'Comedy', 'Romance']",[]
3,2105,2.0,1306463559,"['Action', 'Adventure', 'Sci-Fi']",[]
3,2424,0.5,1306464293,"['Comedy', 'Romance']",[]
3,3024,4.5,1306464054,"['Horror', 'Sci-Fi']",[]
3,3210,0.5,1306463638,"['Comedy', 'Drama', 'Romance']",[]
3,3949,0.5,1306464245,['Drama'],[]
3,6238,0.5,1306464204,"['Comedy', 'Drama', 'Romance']",[]
3,7991,5.0,1306463684,"['Action', 'Sci-Fi']",[]
3,72378,0.5,1306464164,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",[]
4,45,3.0,986935047,"['Comedy', 'Drama', 'Thriller']",[]
4,52,3.0,964622786,"['Comedy', 'Drama', 'Romance']",[]
4,162,5.0,945078571,['Documentary'],[]
4,176,5.0,964622565,['Comedy'],[]
4,215,5.0,945079078,"['Drama', 'Romance']",[]
4,235,2.0,945173513,"['Comedy', 'Drama']",[]
4,296,1.0,945173350,"['Comedy', 'Crime', 'Drama', 'Thriller']",[]
4,319,5.0,945079182,"['Comedy', 'Drama', 'Thriller']",[]
4,348,4.0,964622786,['Comedy'],[]
4,351,3.0,986934901,"['Comedy', 'Drama', 'Romance']",[]
4,357,3.0,964623306,"['Comedy', 'Romance']",[]
4,368,4.0,945078690,"['Adventure', 'Comedy', 'Western']",[]
4,441,1.0,986934915,['Comedy'],[]
4,475,5.0,945174290,['Drama'],[]
4,492,5.0,945079872,"['Comedy', 'Mystery']",[]
4,538,5.0,945078636,['Drama'],[]
4,539,1.0,964538832,"['Comedy', 'Drama', 'Romance']",[]
4,553,2.0,945079301,"['Action', 'Drama', 'Western']",[]
4,588,4.0,945079670,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",[]
4,595,3.0,986848609,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",[]
4,608,5.0,964540008,"['Comedy', 'Crime', 'Drama', 'Thriller']",[]
4,800,4.0,945079106,"['Drama', 'Mystery', 'Western']",[]
4,899,4.0,945079653,"['Comedy', 'Musical', 'Romance']",[]
4,902,4.0,945078446,"['Drama', 'Romance']",[]
4,904,4.0,945079837,"['Mystery', 'Thriller']",[]
4,908,5.0,945173902,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']",[]
4,910,5.0,945173989,"['Comedy', 'Crime']",[]
4,912,5.0,945173902,"['Drama', 'Romance']",[]
4,914,5.0,945079670,"['Comedy', 'Drama', 'Musical', 'Romance']",[]
4,920,5.0,945173602,"['Drama', 'Romance', 'War']",[]
4,930,5.0,964538571,"['Film-Noir', 'Romance', 'Thriller']",[]
4,937,3.0,986849085,"['Comedy', 'Romance']",[]
4,1046,5.0,945173654,"['Drama', 'Romance']",[]
4,1057,3.0,964540578,"['Comedy', 'Musical', 'Romance']",[]
4,1060,2.0,986934819,"['Comedy', 'Drama']",[]
4,1073,4.0,945079483,"['Children', 'Comedy', 'Fantasy', 'Musical']",[]
4,1077,5.0,945173692,"['Comedy', 'Sci-Fi']",[]
4,1086,5.0,964539723,"['Crime', 'Mystery', 'Thriller']",[]
4,1188,5.0,964538500,"['Comedy', 'Romance']",[]
4,1199,2.0,945078967,"['Fantasy', 'Sci-Fi']",[]
4,1203,5.0,945174025,['Drama'],[]
4,1219,4.0,964539961,"['Crime', 'Horror']",[]
4,1225,4.0,964539326,['Drama'],[]
4,1259,4.0,964538728,"['Adventure', 'Drama']",[]
4,1265,4.0,964622684,"['Comedy', 'Fantasy', 'Romance']",[]
4,1266,4.0,986849037,"['Drama', 'Western']",[]
4,1282,5.0,945079653,"['Animation', 'Children', 'Fantasy', 'Musical']",[]
4,1283,5.0,945078690,"['Drama', 'Western']",[]
4,1291,4.0,964538763,"['Action', 'Adventure']",[]
4,1304,3.0,945078467,"['Action', 'Western']",[]
4,1449,5.0,945079767,['Comedy'],[]
4,1466,4.0,945173492,"['Crime', 'Drama']",[]
4,1500,4.0,964622830,"['Comedy', 'Crime', 'Romance']",[]
4,1517,4.0,945079790,"['Action', 'Adventure', 'Comedy']",[]
4,1597,1.0,945079906,"['Drama', 'Mystery', 'Romance', 'Thriller']",[]
4,1704,1.0,945629015,"['Drama', 'Romance']",[]
4,1895,4.0,945629179,"['Comedy', 'Drama', 'Romance']",[]
4,1923,3.0,986934870,"['Comedy', 'Romance']",[]
4,1947,5.0,945079653,"['Drama', 'Musical', 'Romance']",[]
4,1967,5.0,945078967,"['Adventure', 'Fantasy', 'Musical']",[]
4,2076,4.0,945079052,"['Drama', 'Mystery', 'Thriller']",[]
4,2145,3.0,986935328,"['Comedy', 'Drama', 'Romance']",[]
4,2174,5.0,964539855,"['Comedy', 'Fantasy']",[]
4,2186,5.0,945174008,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",[]
4,2204,5.0,964540008,"['Mystery', 'Thriller']",[]
4,2336,2.0,964538964,['Drama'],[]
4,2406,4.0,986935302,"['Action', 'Adventure', 'Comedy', 'Romance']",[]
4,2599,5.0,964622684,['Comedy'],[]
4,2628,1.0,986848894,"['Action', 'Adventure', 'Sci-Fi']",[]
4,2683,4.0,945079790,"['Action', 'Adventure', 'Comedy']",[]
4,2712,2.0,945078542,"['Drama', 'Mystery', 'Thriller']",[]
4,2770,2.0,945173553,['Comedy'],[]
4,2791,5.0,964539628,['Comedy'],[]
4,2858,5.0,964539140,"['Drama', 'Romance']",[]
4,2926,5.0,986934870,"['Comedy', 'Drama']",[]
4,2959,2.0,945078528,"['Action', 'Crime', 'Drama', 'Thriller']",[]
4,3033,4.0,986936200,"['Comedy', 'Sci-Fi']",[]
4,3079,3.0,964778197,"['Comedy', 'Drama', 'Romance']",[]
4,3160,4.0,964539121,['Drama'],[]
4,3175,1.0,964538930,"['Adventure', 'Comedy', 'Sci-Fi']",[]
4,3386,4.0,964539395,"['Drama', 'Mystery', 'Thriller']",[]
4,3408,4.0,986849238,['Drama'],[]
4,3489,1.0,986848908,"['Adventure', 'Comedy', 'Fantasy']",[]
4,3591,1.0,986935199,"['Comedy', 'Drama']",[]
4,3809,3.0,986936207,['Comedy'],[]
4,3967,4.0,986849164,['Drama'],[]
4,4014,1.0,986849254,"['Drama', 'Romance']",[]
4,4021,4.0,986849180,['Drama'],[]
4,4027,3.0,986849201,"['Adventure', 'Comedy', 'Crime']",[]
4,4033,4.0,986849149,"['Drama', 'Thriller', 'War']",[]
4,4034,5.0,986848753,"['Crime', 'Drama', 'Thriller']",[]
4,4121,4.0,986934901,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[]
4,4226,2.0,1007569424,"['Mystery', 'Thriller']",[]
4,4239,5.0,986848685,"['Crime', 'Drama']",[]
4,4246,4.0,1007574542,"['Comedy', 'Drama', 'Romance']",[]
4,4273,4.0,1007574470,['Drama'],[]
4,4641,1.0,1007569586,"['Comedy', 'Drama']",[]
5,1,4.0,847434962,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",[]
5,21,4.0,847435238,"['Comedy', 'Crime', 'Thriller']",[]
5,34,4.0,847434881,"['Children', 'Drama']",[]
5,36,4.0,847435292,"['Crime', 'Drama']",[]
5,39,3.0,847434961,"['Comedy', 'Romance']",[]
5,110,4.0,847434880,"['Action', 'Drama', 'War']",[]
5,150,3.0,847434748,"['Adventure', 'Drama', 'IMAX']",[]
5,153,3.0,847434802,"['Action', 'Adventure', 'Comedy', 'Crime']",[]
5,247,5.0,847435337,"['Crime', 'Drama']",[]
5,296,5.0,847434748,"['Comedy', 'Crime', 'Drama', 'Thriller']",[]
5,300,3.0,847435337,['Drama'],[]
5,344,3.0,847434802,['Comedy'],[]
5,349,3.0,847434832,"['Action', 'Crime', 'Drama', 'Thriller']",[]
5,357,2.0,847435238,"['Comedy', 'Romance']",[]
5,410,3.0,847435292,"['Children', 'Comedy', 'Fantasy']",[]
5,474,4.0,847435337,"['Action', 'Thriller']",[]
5,475,5.0,847435311,['Drama'],[]
5,527,5.0,847434960,"['Drama', 'War']",[]
5,588,4.0,847434801,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",[]
5,589,3.0,847435258,"['Action', 'Sci-Fi']",[]
5,590,5.0,847434747,"['Adventure', 'Drama', 'Western']",[]
5,592,3.0,847434747,"['Action', 'Crime', 'Thriller']",[]
5,594,5.0,847435238,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",[]
5,595,5.0,847434832,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",[]
5,608,3.0,847435258,"['Comedy', 'Crime', 'Drama', 'Thriller']",[]
6,3,5.0,845554296,"['Comedy', 'Romance']",[]
6,5,5.0,845553938,['Comedy'],[]
6,6,4.0,845553757,"['Action', 'Crime', 'Thriller']",[]
6,7,4.0,845554264,"['Comedy', 'Romance']",[]
6,13,3.0,845555588,"['Adventure', 'Animation', 'Children']",[]
6,15,4.0,845554505,"['Action', 'Adventure', 'Romance']",[]
6,16,4.0,845553819,"['Crime', 'Drama']",[]
6,17,4.0,845553559,"['Drama', 'Romance']",[]
6,19,2.0,845553382,['Comedy'],[]
6,21,2.0,845553382,"['Comedy', 'Crime', 'Thriller']",[]
6,22,5.0,845553875,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",[]
6,26,4.0,845555362,['Drama'],[]
6,31,3.0,845553819,['Drama'],[]
6,34,4.0,845553354,"['Children', 'Drama']",[]
6,36,5.0,845553726,"['Crime', 'Drama']",[]
6,45,3.0,845553907,"['Comedy', 'Drama', 'Thriller']",[]
6,46,4.0,845554551,"['Drama', 'Romance']",[]
6,65,3.0,845555070,['Comedy'],[]
6,76,4.0,845555317,"['Action', 'Sci-Fi', 'Thriller']",[]
6,86,5.0,845556131,"['Action', 'Adventure', 'Drama']",[]
6,88,2.0,845555694,['Comedy'],[]
6,89,4.0,845555124,"['Action', 'Thriller']",[]
6,92,4.0,845555454,"['Drama', 'Horror', 'Thriller']",[]
6,93,4.0,845554584,"['Comedy', 'Horror', 'Romance']",[]
6,95,4.0,845553559,"['Action', 'Adventure', 'Thriller']",[]
6,104,4.0,845554349,['Comedy'],[]
6,110,5.0,845553283,"['Action', 'Drama', 'War']",[]
6,135,3.0,845554987,['Comedy'],[]
6,150,4.0,845553110,"['Adventure', 'Drama', 'IMAX']",[]
6,153,3.0,845553146,"['Action', 'Adventure', 'Comedy', 'Crime']",[]
6,158,4.0,845553660,"['Adventure', 'Children']",[]
6,160,5.0,845553457,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",[]
6,161,3.0,845553253,"['Drama', 'Thriller', 'War']",[]
6,163,3.0,845553907,"['Action', 'Romance', 'Western']",[]
6,165,3.0,845553146,"['Action', 'Crime', 'Thriller']",[]
6,168,5.0,845553695,"['Action', 'Drama', 'Romance']",[]
6,170,3.0,845554263,"['Action', 'Adventure', 'Crime', 'Thriller']",[]
6,177,3.0,845554931,['Horror'],[]
6,180,2.0,845555006,"['Comedy', 'Romance']",[]
6,181,3.0,845553938,"['Action', 'Children']",[]
6,186,3.0,845553619,"['Comedy', 'Romance']",[]
6,196,3.0,845553586,"['Horror', 'Sci-Fi']",[]
6,204,3.0,845553619,['Action'],[]
6,208,3.0,845553253,"['Action', 'Adventure', 'Sci-Fi']",[]
6,224,3.0,845553794,"['Comedy', 'Drama', 'Romance']",[]
6,225,4.0,845553381,"['Drama', 'Thriller']",[]
6,236,4.0,845553559,"['Action', 'Comedy', 'Romance']",[]
6,256,3.0,845553726,"['Comedy', 'Sci-Fi']",[]
6,261,4.0,845553695,['Drama'],[]
6,267,3.0,845554376,['Comedy'],[]
6,274,4.0,845555151,['Comedy'],[]
6,276,4.0,845553907,"['Comedy', 'Romance']",[]
6,277,5.0,845553844,['Drama'],[]
6,281,4.0,845554320,"['Comedy', 'Drama', 'Romance']",[]
6,288,2.0,845553283,"['Action', 'Crime', 'Thriller']",[]
6,289,3.0,845554455,"['Comedy', 'Romance']",[]
6,292,4.0,845553253,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",[]
6,296,2.0,845553110,"['Comedy', 'Crime', 'Drama', 'Thriller']",[]
6,316,5.0,845553174,"['Action', 'Adventure', 'Sci-Fi']",[]
6,329,4.0,845553200,"['Adventure', 'Drama', 'Sci-Fi']",[]
6,332,3.0,845555046,"['Horror', 'Sci-Fi']",[]
6,333,5.0,845553757,['Comedy'],[]
6,337,5.0,845553586,['Drama'],[]
6,347,3.0,845555300,"['Drama', 'Film-Noir', 'Romance']",[]
6,348,3.0,845553938,['Comedy'],[]
6,349,5.0,845553146,"['Action', 'Crime', 'Drama', 'Thriller']",[]
6,351,4.0,845554455,"['Comedy', 'Drama', 'Romance']",[]
6,357,3.0,845553457,"['Comedy', 'Romance']",[]
6,360,3.0,845555094,"['Action', 'Comedy']",[]
6,361,4.0,845554376,"['Comedy', 'Drama', 'Romance']",[]
6,377,5.0,845553317,"['Action', 'Romance', 'Thriller']",[]
6,380,4.0,845553110,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",[]
6,382,3.0,845554397,"['Drama', 'Horror', 'Romance', 'Thriller']",[]
6,383,3.0,845554320,['Western'],[]
6,410,3.0,845553354,"['Children', 'Comedy', 'Fantasy']",[]
6,432,5.0,845553489,"['Adventure', 'Comedy', 'Western']",[]
6,434,4.0,845553200,"['Action', 'Adventure', 'Thriller']",[]
6,440,4.0,845553457,"['Comedy', 'Romance']",[]
6,455,3.0,845554062,"['Adventure', 'Children', 'Drama']",[]
6,466,2.0,845553844,"['Action', 'Comedy', 'War']",[]
6,474,4.0,845553522,"['Action', 'Thriller']",[]
6,475,4.0,845554099,['Drama'],[]
6,477,4.0,845554141,"['Drama', 'Musical']",[]
6,480,5.0,845553200,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[]
6,485,3.0,845553794,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
6,490,3.0,845554584,['Thriller'],[]
6,493,3.0,845555172,"['Action', 'Crime', 'Drama']",[]
6,500,5.0,845553354,"['Comedy', 'Drama']",[]
6,505,3.0,845555317,['Comedy'],[]
6,508,4.0,845553586,['Drama'],[]
6,510,3.0,845555546,['Drama'],[]
6,520,3.0,845553844,['Comedy'],[]
6,524,3.0,845554479,['Drama'],[]
6,527,3.0,845553426,"['Drama', 'War']",[]
6,532,3.0,845554224,"['Comedy', 'Crime', 'Horror']",[]
6,539,3.0,845553426,"['Comedy', 'Drama', 'Romance']",[]
6,542,4.0,845554524,"['Comedy', 'Drama', 'Romance']",[]
6,543,3.0,845554099,"['Comedy', 'Romance', 'Thriller']",[]
6,546,2.0,845554349,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",[]
6,553,5.0,845553559,"['Action', 'Drama', 'Western']",[]
6,587,5.0,845553381,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller']",[]
6,588,5.0,845553146,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",[]
6,590,5.0,845553109,"['Adventure', 'Drama', 'Western']",[]
6,592,3.0,845553109,"['Action', 'Crime', 'Thriller']",[]
6,594,4.0,845553819,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",[]
6,597,4.0,845553354,"['Comedy', 'Romance']",[]
6,606,3.0,845555024,"['Fantasy', 'Horror']",[]
6,608,3.0,845553844,"['Comedy', 'Crime', 'Drama', 'Thriller']",[]
6,609,4.0,845555342,"['Adventure', 'Children']",[]
6,628,3.0,845555300,"['Crime', 'Drama', 'Mystery', 'Thriller']",[]
6,631,4.0,845555265,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",[]
6,640,1.0,845555362,"['Drama', 'Thriller']",[]
6,647,4.0,845555151,"['Action', 'Crime', 'Drama', 'War']",[]
6,662,3.0,845556147,['Thriller'],[]
6,709,5.0,845555249,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",[]
6,736,5.0,845553619,"['Action', 'Adventure', 'Romance', 'Thriller']",[]
6,762,1.0,845555006,"['Comedy', 'Crime']",[]
6,765,3.0,845555632,"['Comedy', 'Drama']",[]
6,775,3.0,845556462,"['Horror', 'Mystery']",[]
6,837,3.0,845556241,"['Children', 'Comedy', 'Fantasy']",[]
6,852,4.0,845555694,"['Comedy', 'Drama', 'Romance']",[]
6,986,4.0,845556475,"['Adventure', 'Children']",[]
6,996,4.0,845556323,"['Action', 'Crime', 'Drama', 'Thriller']",[]
6,999,2.0,845556412,"['Crime', 'Film-Noir']",[]
6,1061,4.0,845556860,['Thriller'],[]
6,1064,4.0,845556579,"['Animation', 'Children', 'Comedy', 'Fantasy', 'Musical', 'Romance']",[]
6,1073,3.0,845555571,"['Children', 'Comedy', 'Fantasy', 'Musical']",[]
7,1,4.5,1106635946,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",[]
7,150,4.5,1106635925,"['Adventure', 'Drama', 'IMAX']",[]
7,165,4.0,1106635987,"['Action', 'Crime', 'Thriller']",[]
7,380,3.0,1106635937,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",[]
